id,cluster,Lat,Lon
1206,Reform cases,44.774186,17.195513
1207,Reform cases,44.228375,17.544787
1208,Reform cases,44.528052,18.668861
1210,Reform cases,31.350897,77.504489
1211,Reform cases,43.273046,22.678614
1212,Transform cases,52.50786309,13.40332031
1213,Resists cases,7.231238,-74.744575
1214,Reform cases,-22.416107,15.059051
1217,Reform cases,7.076974,-73.146377
1218,Resists cases,7.03849969,80.02608776
1219,Resists cases,3.991671,-73.759675
1220,Transform cases,12.4942774,104.3259144
1221,Reform cases,13.116334,106.863671
1226,Resists cases,5.408211,-71.662888
1227,Reform cases,21.253942,82.010694
1230,Reform cases,19.341597,84.941605
1233,Reform cases,-15.50264916,50.11825562
1235,Reform cases,51.236424,4.429357
1236,Reform cases,39.72408858,1.318359375
1238,Reform cases,30.60940206,77.44082451
1241,Reform cases,32.225342,77.191111
1253,Resists cases,15.39861111,-89.64083333
1271,Reform cases,36.704785,-119.982413
1272,Reform cases,-27.77652,-51.189711
1273,Reform cases,20.004484,79.293281
1274,Reform cases,42.868828,19.862685
1275,Resists cases,18.519,84.24
1276,Resists cases,8.214633488,-81.59400133
1278,Reform cases,11.05291335,-74.22689438
1285,Reform cases,-39.646732,-72.333189
1287,Transform cases,10.458383,-85.771978
1291,Reform cases,-1.5947,110.336723
1294,Reform cases,3.3846,114.56219
1297,Transform cases,16.614374,-91.333215
1299,Transform cases,-4.928724,-80.341065
1300,Resists cases,25.709701,97.499371
1302,Reform cases,42.85029591,11.56551361
1303,Reform cases,43.530573,16.469275
1304,Reform cases,-29.409975,-69.893282
1309,Transform cases,10.35004583,-85.74829102
1310,Reform cases,42.771674,18.949117
1311,Reform cases,42.373153,18.775603
1312,Reform cases,22.673522,86.337676
1316,Reform cases,45.21244,14.552012
1320,Reform cases,23.635325,86.301714
1322,Transform cases,41.8584968,20.6195634
1323,Reform cases,41.551562,20.614921
1324,Resists cases,37.13277947,14.43659306
1325,Reform cases,18.5323,82.4645
1326,Resists cases,18.071009,-73.636202
1334,Reform cases,40.287727,-8.421174
1335,Resists cases,-24.48,46.8
1336,Reform cases,12.244251,-83.741827
1337,Reform cases,41.908745,19.237856
1338,Reform cases,21.829697,76.349552
1340,Transform cases,3.677023,-76.583807
1342,Reform cases,43.62955,20.997706
1343,Resists cases,45.43580374,12.40940094
1345,Resists cases,37.93076042,15.7347393
1346,Reform cases,-38.4178,-68.768
1347,Reform cases,42.369817,18.944679
1351,Reform cases,9.082,-83.295
1352,Transform cases,23.755579,84.354205
1353,Transform cases,42.648785,18.109983
1357,Transform cases,-28.60739167,-69.95080556
1358,Reform cases,45.51861672,9.104919434
1359,Resists cases,41.859159,78.196351
1361,Resists cases,43.14057708,77.00373709
1364,Resists cases,14.8598504,-87.01171875
1366,Reform cases,17.553152,78.338674
1367,Reform cases,44.282816,22.613025
1368,Resists cases,14.76898226,-88.19229024
1372,Reform cases,45.577823,19.632211
1374,Reform cases,22.567445,87.286614
1375,Reform cases,8.5621,117.422
1376,Transform cases,44.019854,20.942037
1377,Reform cases,45.374635,15.355796
1380,Reform cases,14.331866,-89.447808
1383,Transform cases,20.74007,-99.383909
1384,Transform cases,20.37889,-99.651388
1385,Resists cases,-5.7551,12.216
1386,Reform cases,13.851237,-88.300703
1393,Reform cases,40.649881,-74.019991
1394,Reform cases,42.311902,-83.080215
1398,Transform cases,19.753271,-89.841816
1399,Transform cases,42.448596,19.271414
1400,Reform cases,5.038322,7.93148
1408,Transform cases,31.176447,-105.352636
1409,Reform cases,29.441959,-90.87178
1415,Reform cases,35.676263,-119.2250061
1417,Reform cases,33.571692,-116.076491
1418,Reform cases,13.213208,-88.501052
1420,Resists cases,42.955581,18.694214
1422,Reform cases,33.424978,-112.091104
1424,Transform cases,35.17672,-94.768876
1425,Reform cases,43.033159,-76.154182
1426,Transform cases,42.331141,-83.047707
1427,Transform cases,29.9473,-90.092852
1428,Transform cases,37.957306,-121.291707
1431,Reform cases,21.021436,77.825691
1432,Resists cases,18.755151,73.471295
1436,Reform cases,41.39239283,19.41953659
1441,Transform cases,-14.47723421,48.75732422
1443,Resists cases,13.375639,79.996025
1449,Resists cases,17.245799,82.412626
1450,Reform cases,13.541155,79.994598
1451,Reform cases,-12.8867798,48.41674805
1453,Reform cases,24.4770545,118.0039393
1456,Reform cases,16.833925,78.132288
1457,Reform cases,45.9968,23.003052
1458,Transform cases,21.65,110.916667
1462,Transform cases,18.644507,72.879812
1464,Reform cases,55.937607,37.44087
1465,Reform cases,19.198565,72.79474
1467,Reform cases,19.256119,72.785385
1468,Reform cases,6.396164,5.68212
1469,Reform cases,12.10474012,-86.29028735
1471,Transform cases,38.26163684,15.63457489
1473,Reform cases,-23.223,-45.31
1474,Transform cases,63.976714,28.063097
1477,Reform cases,8.534849195,-83.2901001
1479,Reform cases,42.3120194,-83.0800928
1481,Reform cases,48.3813915,-107.783613
1482,Transform cases,18.592178,74.012868
1483,Reform cases,-4.946944,-47.505
1484,Reform cases,24.9778,82.673965
1487,Reform cases,11.522835,103.13719
1489,Reform cases,19.660233,-99.257363
1490,Transform cases,29.9752,121.6663
1491,Reform cases,13.471886,-89.088555
1492,Transform cases,25.271854,82.832369
1494,Reform cases,13.27336291,-85.58074951
1495,Reform cases,19.650412,-99.279114
1497,Transform cases,42.45430448,0.986967087
1502,Reform cases,21.581296,88.182692
1506,Reform cases,42.572056,19.867083
1507,Transform cases,44.94985672,12.48544693
1508,Reform cases,12.658172,77.866455
1509,Resists cases,12.268554,-85.07658
1511,Transform cases,5.348284,-74.955973
1512,Resists cases,5.311845,-74.939292
1514,Reform cases,3.603538,-76.872973
1515,Reform cases,3.981292,-73.755889
1516,Transform cases,3.812896,-73.751859
1517,Resists cases,51.212689,53.339911
1518,Transform cases,40.82952766,8.349266052
1519,Reform cases,45.54332868,10.19488335
1520,Transform cases,23.829325,72.134566
1521,Reform cases,21.082297,79.053283
1522,Resists cases,4.499327,-74.913119
1523,Reform cases,24.763441,93.912104
1524,Reform cases,41.07106913,1.167297363
1525,Reform cases,18.36893,-77.610157
1530,Resists cases,45.61508,18.536003
1531,Reform cases,42.779092,18.981081
1532,Resists cases,9.437929,-82.475087
1533,Transform cases,20.41542996,86.47476196
1534,Transform cases,43.013,18.943005
1540,Resists cases,3.722278,-73.785102
1541,Resists cases,6.886507,-72.512741
1542,Reform cases,54.3076,-7.8205
1543,Reform cases,46.1667,51.5833
1544,Transform cases,5.932986,-72.616651
1546,Reform cases,12.86000434,-84.17724609
1547,Resists cases,6.816895,-75.925827
1549,Reform cases,58.695,99.148
1550,Transform cases,55.036089,22.033081
1553,Resists cases,9.37420885,-82.52243042
1554,Resists cases,49.602397,-63.041714
1555,Resists cases,15.869379,-85.335145
1556,Reform cases,-1.165059,-69.463393
1558,Resists cases,69.2517,57.3429
1559,Reform cases,9.354265,-82.593927
1560,Resists cases,11.5392,-85.4956
1561,Resists cases,25.301365,82.891202
1562,Reform cases,22.3533,89.3327
1563,Reform cases,27.771125,75.275287
1564,Reform cases,16.531027,80.798587
1566,Reform cases,25.894246,71.332545
1567,Reform cases,42,21.26
1568,Reform cases,30.240706,78.832001
1569,Transform cases,13.120865,77.529236
1571,Transform cases,41.81739,21.755419
1572,Reform cases,28.494373,77.197316
1573,Reform cases,43.4571,5.4392
1574,Resists cases,40.474313,23.731159
1575,Reform cases,45.609631,19.527125
1579,Reform cases,1.431944,31.3525
1580,Reform cases,19.314979,84.792994
1584,Reform cases,17.5260993,82.98919916
1585,Reform cases,40.4955259,17.19463348
1586,Reform cases,26.719755,88.418162
1587,Reform cases,28.41518,77.139773
1588,Reform cases,56.028717,98.000023
1591,Resists cases,18.9621,84.5858
1592,Reform cases,39.47034046,-0.331778526
1593,Reform cases,28.76505,77.041146
1594,Reform cases,24.838314,93.875009
1596,Reform cases,49.289629,-122.936458
1597,Reform cases,-24.97529,-53.459167
1598,Transform cases,39.49450362,-0.330963135
1602,Reform cases,38.13378,99.10303
1603,Transform cases,15.83911853,-90.99572182
1613,Reform cases,15.485342,-91.033702
1620,Resists cases,15.742692,-90.511497
1621,Reform cases,43.723534,20.687299
1622,Reform cases,46.080011,19.686867
1623,Transform cases,43.919743,1.778203
1627,Reform cases,38.71,-9.13
1632,Transform cases,25.843691,98.85453
1638,Reform cases,16.463744,107.58482
1643,Reform cases,40.64355,22.936982
1645,Reform cases,59.8972,-155.2953
1646,Transform cases,46.49082902,-90.86791992
1649,Reform cases,32.192984,35.044548
1658,Transform cases,35.94611,-112.15472
1660,Reform cases,34.433686,-114.2446637
1661,Reform cases,46.194306,-85.964125
1663,Reform cases,44.444259,20.282128
1665,Transform cases,43.794115,19.507856
1668,Reform cases,40.18516847,18.45977783
1669,Transform cases,42.693144,21.057189
1673,Resists cases,45.438611,12.326667
1674,Resists cases,32.188142,34.958395
1675,Resists cases,31.524715,35.110647
1676,Reform cases,31.728576,35.139578
1677,Reform cases,41.894893,12.538926
1678,Reform cases,38.088049,-8.383632
1681,Reform cases,2.759475,114.059236
1682,Reform cases,42.069156,21.117623
1683,Reform cases,38.467637,26.085129
1684,Reform cases,38.71,-9.13
1687,Transform cases,45.800743,19.460549
1688,Reform cases,51.14898644,20.83934784
1689,Reform cases,43.856802,16.069353
1692,Reform cases,45.818215,16.015158
1693,Reform cases,45.812204,15.97417
1694,Transform cases,45.801736,16.081787
1695,Resists cases,-38.3553872,-68.767352
1696,Reform cases,39.656611,-7.973694
1697,Transform cases,39.465202,21.306843
1698,Resists cases,38.71,-9.13
1701,Resists cases,28.3430649,-101.8212891
1703,Transform cases,44.768913,14.992767
1704,Reform cases,45.153832,14.561825
1705,Reform cases,-33.958215,151.222509
1706,Reform cases,26.90247689,-100.1074219
1708,Reform cases,43.649428,16.346645
1709,Reform cases,45.157333,17.992382
1710,Reform cases,45.46313,16.388772
1711,Transform cases,45.13355,14.192501
1712,Resists cases,11.575435,104.91003
1713,Transform cases,50.037066,20.046621
1714,Reform cases,44.863893,13.800389
1715,Reform cases,-37.2936,144.9835
1716,Reform cases,-38.2589668,146.36338
1717,Resists cases,-37.455034,148.835435
1719,Transform cases,-5.607143,-73.067796
1720,Resists cases,1.782257,125.131149
1721,Reform cases,22.44752,91.73069
1722,Reform cases,21.4016941,72.18523979
1724,Resists cases,29.225,102.831111
1725,Reform cases,24.117834,83.297631
1729,Reform cases,37.888568,23.731789
1730,Reform cases,39.47754557,-0.366325378
1731,Reform cases,29.06008,105.9423
1733,Reform cases,10.51448011,-9.7204971
1737,Reform cases,46.868056,130.463056
1739,Reform cases,24.954444,106.141667
1740,Resists cases,29.760233,3.951823
1742,Resists cases,12.06293,106.67626
1744,Reform cases,42.481071,12.38319
1746,Resists cases,25.547228,88.960537
1747,Resists cases,25.5498,88.9516
1748,Resists cases,19.413215,93.503876
1749,Resists cases,23.1952,116.629289
1750,Resists cases,35.1819,45.983474
1751,Resists cases,8.0589,98.9187
1752,Reform cases,8.819802,99.925484
1753,Resists cases,31.690907,6.066063
1759,Reform cases,52.50759,143.184002
1760,Reform cases,66.025,57.515
1761,Resists cases,2.198883,31.483161
1762,Resists cases,26.124951,-14.490532
1763,Resists cases,41.69867,44.785896
1764,Reform cases,38.580677,-121.494112
1765,Reform cases,-0.720642,8.776288
1767,Resists cases,11.816667,103.416667
1768,Resists cases,13.232256,105.446039
1769,Reform cases,12.986901,74.844474
1772,Reform cases,46.15425517,53.38220358
1773,Transform cases,8.527009,77.048241
1775,Reform cases,17.997685,104.952741
1777,Resists cases,50.18569213,5.236358643
1779,Transform cases,45.270998,37.362467
1781,Reform cases,13.816667,104.966667
1782,Transform cases,31.609809,74.866845
1785,Reform cases,31.241008,75.626628
1788,Resists cases,12.004744,104.712029
1790,Reform cases,13.135516,80.266985
1791,Reform cases,25.531541,73.913569
1793,Reform cases,31.233333,120.133333
1794,Resists cases,10.99410894,104.2075539
1795,Resists cases,30.823056,111.003333
1798,Resists cases,11.752062,104.34874
1799,Resists cases,32.916,117.383
1801,Resists cases,40.94126776,14.37252045
1802,Transform cases,26.112515,85.278639
1804,Resists cases,11.230373,103.645174
1805,Reform cases,17.89642115,-77.07801819
1806,Resists cases,14.223915,103.613167
1807,Resists cases,40.889493,14.20465708
1811,Reform cases,13.420564,106.622219
1812,Reform cases,16.275045,-88.931572
1813,Resists cases,42.16548,-71.719566
1816,Resists cases,37.552157,-77.474722
1818,Transform cases,15.936371,-88.991371
1819,Resists cases,18.510162,108.696695
1820,Resists cases,30.954069,20.115598
1821,Reform cases,24.810499,66.982189
1826,Transform cases,23.16416,114.2805
1827,Transform cases,30.25,120.16666
1830,Transform cases,42.78154323,-1.637649536
1832,Reform cases,11.52442,103.425127
1835,Reform cases,46.997844,15.467779
1836,Resists cases,-35.170038,172.98305
1838,Resists cases,14.474907,-90.171618
1839,Resists cases,15.804301,-91.31587
1844,Reform cases,19.254983,101.813186
1851,Resists cases,14.34896577,103.5384178
1852,Reform cases,52.55444444,-121.6416667
1854,Resists cases,46.805943,15.084294
1858,Transform cases,43.491903,-5.819498
1860,Reform cases,18.758244,102.77861300000001
1862,Reform cases,37.97,23.71
1865,Resists cases,18.3683,102.8244
1867,Resists cases,37.79786528,24.04164791
1869,Resists cases,11.171571,125.623075
1871,Reform cases,32.553689,76.12207
1873,Reform cases,28.906,111.234
1875,Reform cases,30.583333,114.283333
1877,Reform cases,31.49896667,78.17876944
1878,Resists cases,16.32718216,121.4528704
1879,Reform cases,45.84793427,1.229095459
1880,Reform cases,6.782606,80.896816
1881,Reform cases,6.746561,80.890575
1882,Resists cases,12.568324,-87.023297
1883,Reform cases,44.18023428,0.609741211
1884,Reform cases,6.93,79.85
1886,Resists cases,7.733677,122.279101
1890,Resists cases,13.181211,124.207123
1892,Transform cases,37.97,23.71
1893,Reform cases,6.75156,81.808605
1895,Resists cases,6.402648406,124.8925781
1896,Transform cases,10.85,124.95
1899,Reform cases,19.99625686,-99.21323776
1901,Transform cases,6.8962580000000004,80.905969
1906,Transform cases,6.751464,126.202707
1907,Resists cases,16.198789,122.064339
1908,Transform cases,6.878305,80.146452
1910,Transform cases,7.246905,81.4798
1911,Resists cases,-10.273611,40.182778
1912,Reform cases,8.4,48.483333
1914,Reform cases,31.30495513,30.2970314
1915,Resists cases,-17.25,27.466667
1916,Resists cases,-25.916389,28.917222
1917,Reform cases,32.283333,-9.233333
1919,Resists cases,7.776509,125.32318
1922,Reform cases,-18.91,47.52
1924,Transform cases,32.639,77.1851
1927,Transform cases,8.978255,117.993851
1928,Transform cases,9.288919,118.414558
1930,Reform cases,8.287652,80.282584
1931,Resists cases,15.34029,-91.473155
1932,Reform cases,-1.248384,36.896535
1936,Transform cases,12.94032213,121.1352539
1937,Transform cases,15.7667,119.9167
1938,Resists cases,-0.916667,29.166667
1939,Reform cases,16.2619,120.623181
1940,Resists cases,-16.1686,33.79448
1942,Resists cases,43.337778,52.855278
1943,Reform cases,30.569224,114.233181
1946,Transform cases,6.540232,80.290318
1948,Reform cases,4.18134,73.443748
1949,Reform cases,-29.35464,-71.15535
1950,Resists cases,9.49262,125.892481
1951,Reform cases,46.024067,22.863237
1952,Reform cases,9.535982,125.817597
1953,Transform cases,18.2818646,121.9963074
1956,Reform cases,47.656163,23.537232
1957,Resists cases,9.202245,125.538282
1959,Reform cases,-37.455141,145.511934
1960,Reform cases,46.127,22.79
1962,Reform cases,8.505641,80.056604
1965,Reform cases,13.456321,120.992204
1967,Resists cases,15.167744,-89.67216
1968,Reform cases,31.06919,103.891908
1969,Resists cases,17.573498,-90.677434
1970,Transform cases,-13.666667,48.25
1971,Reform cases,42.926227,-3.4802317
1972,Resists cases,32.08,34.78
1973,Transform cases,15.182245,-91.656967
1974,Reform cases,15.36843,-90.747301
1976,Resists cases,8.781714,125.056304
1977,Reform cases,24.991363,121.297604
1981,Resists cases,9.211103,126.076596
1983,Transform cases,9.067552,125.975075
1985,Transform cases,23.922797,120.311926
1987,Reform cases,9.366498,125.904985
1988,Resists cases,11.141147,122.503552
1989,Reform cases,8.282672626,80.2784729
1990,Reform cases,14.614586,121.473077
1997,Reform cases,33.38859625,115.0821304
1998,Reform cases,25.616,119.415
1999,Reform cases,-7.867018,26.219349
2000,Reform cases,-0.698665,-76.816562
2002,Resists cases,4.59,-74.07
2007,Resists cases,9.566645,-73.329003
2009,Reform cases,31.383383,76.871059
2010,Resists cases,16.800234,120.665435
2011,Resists cases,20.957202,105.933724
2012,Reform cases,23.22367904,68.74042511
2013,Reform cases,21.1787201,74.1354
2014,Reform cases,32.281389,76.679167
2016,Reform cases,32.309919,77.177992
2019,Reform cases,15.336613,108.852659
2020,Transform cases,26.52127129,128.0459976
2021,Reform cases,20.650281,105.997449
2022,Resists cases,31.43048,78.241082
2026,Resists cases,16.019229,108.229718
2027,Reform cases,31.299305,77.129604
2028,Reform cases,31.62361111,78.2925
2030,Resists cases,10.015333,105.79201
2031,Transform cases,42.724308,-3.75648
2032,Transform cases,11.423913,108.983591
2034,Reform cases,7.8887157,-77.8051124
2035,Reform cases,10.782756,105.344665
2036,Resists cases,31.564363,77.980036
2037,Reform cases,8.984105487,-79.49432373
2039,Transform cases,16.277044,-94.842205
2040,Reform cases,-0.596032,-76.893426
2041,Resists cases,21.237365,106.03293
2042,Resists cases,20.651755,106.69585
2046,Reform cases,9.437339,-79.427891
2047,Resists cases,10.945331,106.811474
2048,Resists cases,14.249026,-87.964241
2049,Reform cases,15.401671,-84.001039
2050,Resists cases,31.29615453,112.434082
2051,Reform cases,12.530919,107.924287
2053,Transform cases,17.315597,-87.534288
2056,Reform cases,-20.28280869,-60.30395508
2058,Reform cases,8.99042336,118.0411885
2061,Resists cases,17.7990205,73.6859893
2062,Transform cases,11.42450424,107.4301529
2064,Reform cases,11.62214063,108.3205605
2065,Reform cases,31.132542,77.750337
2066,Resists cases,11.65896127,107.7971649
2070,Resists cases,16.14741123,120.6889343
2073,Transform cases,31.18084585,76.64237112
2075,Reform cases,14.603258,120.985107
2078,Resists cases,30.04,31.24
2079,Transform cases,19.332816,-96.762158
2083,Reform cases,30.85390035,32.30117798
2084,Reform cases,20.66651715,-103.347702
2085,Transform cases,17.739061,-89.82836
2086,Reform cases,9.562134,-78.792158
2087,Reform cases,14.029867,-88.915186
2088,Resists cases,13.5204,-87.5993
2089,Resists cases,16.011952,-90.031375
2093,Reform cases,-15.37424655,-67.69775391
2094,Resists cases,1.185408892,13.14857483
2095,Resists cases,-16.41500927,-66.19262695
2097,Transform cases,-14.9817,-67.3681
2098,Resists cases,-18.794883,-63.318887
2099,Resists cases,29.417,91.4618
2100,Transform cases,-33.02708758,-70.29052734
2103,Transform cases,44.32120767,16.83925152
2104,Transform cases,43.31472,18.659107
2107,Transform cases,35.259784,26.24535
2108,Reform cases,16.5565832,-95.0952004
2109,Resists cases,-14.11959581,-72.24849701
2110,Transform cases,-14.13191464,-73.13941956
2111,Transform cases,-16.587876,-69.32959
2113,Reform cases,-14.220266,-71.318145
2114,Reform cases,-14.059397,-75.480433
2115,Reform cases,-13.174661,-72.56049
2116,Resists cases,-4.782325,-76.9292
2118,Reform cases,-7.451285,-75.282755
2119,Resists cases,-5.562597,-80.82068
2122,Resists cases,-9.801856,-77.43104
2123,Resists cases,-13.867882,-73.785973
2125,Reform cases,-17.731384,-69.96753
2126,Reform cases,-15.361197,-70.362661
2129,Reform cases,11.173581,-72.587638
2130,Reform cases,4.931142,-75.067882
2131,Resists cases,5.038901,-74.906606
2132,Reform cases,4.485032,-74.259547
2133,Reform cases,-3.054467998,-75.68593025
2134,Reform cases,4.457723,-75.873406
2135,Reform cases,3.712201,-73.24152
2138,Reform cases,4.153994,-75.086817
2140,Reform cases,4.70448,-75.63126
2141,Reform cases,4.455729,-75.533429
2142,Reform cases,6.235214,-76.234155
2143,Reform cases,5.660861,-75.718539
2144,Reform cases,5.596102,-75.820958
2146,Resists cases,0.407339,-76.411596
2147,Reform cases,3.374513,-76.653876
2148,Transform cases,34.469939,8.779074
2150,Reform cases,-0.256013,-79.234338
2151,Resists cases,-1.936814,-79.155708
2152,Transform cases,-1.786927,-77.106882
2153,Resists cases,-3.170878,-79.387147
2155,Reform cases,0.267281,-78.584446
2156,Reform cases,0.021904,-78.161947
2157,Reform cases,-0.184528,-80.330091
2158,Reform cases,-1.551685,-80.010959
2159,Resists cases,0.100407,-76.959184
2161,Reform cases,-17.752042,-60.951204
2162,Resists cases,-10.536516,-65.581609
2163,Reform cases,-14.189183,-68.333091
2165,Reform cases,-19.0318851,-65.234065
2166,Resists cases,-17.476588,-66.24562
2168,Transform cases,44.4059,18.5746
2170,Reform cases,0.41672,33.383204
2171,Reform cases,1.90984,32.967095
2172,Reform cases,27.030898,118.907884
2176,Transform cases,44.68242,17.17555
2187,Transform cases,-2.2173,40.9163
2188,Transform cases,46.7323,18.2647
2189,Reform cases,28.399881,112.884303
2194,Reform cases,-20.21,-43.48
2195,Reform cases,34.15223,77.576338
2196,Resists cases,14.914762,-91.35488
2198,Transform cases,45.2466,5.2199
2200,Transform cases,10.23,77.48
2204,Reform cases,14.296,77.629
2206,Transform cases,53.35178091,121.4208984
2209,Transform cases,-45.2098,-72.98008
2210,Reform cases,-3.494544,-40.7026671
2211,Reform cases,-5.2343654,-36.6999253
2217,Transform cases,-10.926444,-74.874611
2221,Reform cases,-22.34925,166.926575
2222,Resists cases,-6.703334,-78.544609
2224,Reform cases,41.15433333,41.79108333
2225,Transform cases,37.20845666,-8.118896484
2226,Reform cases,60.305088,-1.03525
2228,Transform cases,46.70875,27.339778
2229,Resists cases,-6.640978,-78.106949
2230,Transform cases,6.95796,80.809612
2231,Transform cases,-13.189,-70.387
2232,Reform cases,7.89761,80.676793
2236,Reform cases,-4.843949627,-78.89215106
2237,Reform cases,30.434488,79.430586
2238,Reform cases,-6.3577,-79.1218
2241,Reform cases,37.984224,23.735252
2242,Reform cases,39.99981,21.004716
2244,Reform cases,2.863781336,36.6065044
2246,Transform cases,2.00702,-74.0732
2247,Reform cases,40.70413,22.955779
2248,Resists cases,-5.657237,12.099593
2250,Resists cases,54.7381004,-5.876655579
2252,Reform cases,-6.594839,-78.984564
2253,Reform cases,-5.287873,-79.194708
2254,Reform cases,4.575861597,-75.26337128
2256,Resists cases,-7.616,-78.208
2257,Reform cases,14.141747,-85.022853
2260,Reform cases,-12.37219737,-71.26831055
2261,Transform cases,0.438057,101.947446
2262,Reform cases,44.813823,20.450243
2264,Transform cases,-12.532,-69.423
2265,Transform cases,-5.106862883,-79.07189301
2267,Transform cases,-41.8754003,-73.8513232
2268,Reform cases,-5.93202193,-79.23848635
2270,Transform cases,-28.414797,31.965802
2272,Reform cases,-6.761356,-78.578909
2274,Reform cases,-22.07545935,-40.25390625
2276,Resists cases,30.0746,91.3775
2277,Reform cases,11.17219,-72.5573
2279,Resists cases,27.57737303,91.87797546
2280,Reform cases,10.081189,-71.367685
2282,Transform cases,40.3861,-4.2513
2283,Resists cases,39.84123158,-5.369567871
2284,Resists cases,29.259815,88.880044
2285,Reform cases,18.62633956,-96.98468685
2286,Resists cases,15.17,74.065278
2287,Resists cases,18.84423812,-96.92070007
2288,Transform cases,30.576389,98.974722
2290,Resists cases,29.686598,89.096627
2291,Reform cases,-4.084,-72.96
2294,Reform cases,5.601604,-64.422564
2296,Reform cases,6.109321,-62.742618
2297,Reform cases,-10.606989,-75.944667
2298,Reform cases,43.81615,11.17367
2299,Resists cases,-5.740143,-78.657227
2300,Reform cases,14.09,-87.2
2301,Resists cases,36.4908,101.56808
2303,Reform cases,8.319978,-62.774325
2304,Reform cases,7.344691,-61.823867
2307,Resists cases,14.123796,-88.191934
2309,Reform cases,6.18661,-67.383039
2310,Transform cases,35.3045,102.78817
2314,Transform cases,50.81883,23.487101
2316,Reform cases,-6.44802,38.8813
2319,Resists cases,19.689759,-101.954687
2321,Transform cases,15.7383,-87.4944
2322,Reform cases,27.473832,-108.876179
2324,Reform cases,-21.998725,146.352291
2325,Resists cases,35.612687,101.992903
2326,Transform cases,16.426556,-97.616028
2329,Reform cases,-39.52734807,-71.5512085
2330,Reform cases,-37.910483,-71.611951
2334,Resists cases,22.049118,-104.92884
2335,Reform cases,41.931661,2.251316
2336,Reform cases,-4.520447,-56.264673
2337,Resists cases,30.97411,101.115514
2338,Resists cases,31.631765,99.983973
2343,Resists cases,31.211,98.814
2344,Transform cases,29.998958,101.956497
2345,Resists cases,22.0118143,91.9102478
2346,Reform cases,10.179308,-67.743686
2349,Reform cases,9.886565,-84.765917
2350,Reform cases,10.066446,-64.864143
2351,Transform cases,54.72442192,-7.159996033
2352,Resists cases,10.98497,-72.265883
2355,Reform cases,9.10614,-64.362972
2356,Reform cases,6.934203,79.842568
2357,Reform cases,2.79061,-65.2166
2359,Reform cases,11.1085,77.5397
2363,Transform cases,-8.147602257,-74.88418579
2364,Resists cases,6.462277,-63.553312
2365,Reform cases,8.646508,-61.02865
2370,Reform cases,5.300261,-65.982982
2371,Reform cases,3.354427,-67.318037
2372,Reform cases,10.474573,-66.896617
2373,Resists cases,9.885662,-72.782526
2374,Reform cases,10.537092,-64.258625
2378,Reform cases,20.81718,82.081988
2381,Transform cases,-5.519167,13.621944
2382,Reform cases,-23.742604,-46.591581
2383,Resists cases,5.551362993,-73.03113341
2384,Reform cases,7.272974,79.868071
2388,Transform cases,-39.7056,-73.3138
2390,Transform cases,17.511653,6.783714
2392,Reform cases,10.144,-66.2968
2393,Reform cases,-23.62439457,-70.3894043
2395,Reform cases,8.4969,-64.6127
2398,Reform cases,42.944557,42.186116
2400,Reform cases,7.591425,-61.012158
2408,Resists cases,23.8543,85.2166
2409,Reform cases,-18.493307,-69.979185
2410,Reform cases,-32.5422,137.8384
2411,Transform cases,17.357632,101.6522723
2412,Transform cases,39.92,116.46
2414,Transform cases,31.13055,104.14215
2415,Reform cases,-4.85696,-44.48
2418,Reform cases,-22.008889,-68.003333
2419,Reform cases,-21.26761996,-63.44690323
2420,Reform cases,-21.5607824,-64.7103004
2423,Reform cases,9.760181,-63.17782
2429,Reform cases,-17.5,-67.4667
2430,Reform cases,8.415939,-64.887816
2432,Resists cases,7.67254,126.0681
2433,Transform cases,19.4751,-97.4849
2434,Reform cases,-2.558768,-48.226487
2435,Resists cases,7.25485,126.14364
2436,Transform cases,-1.298678,-48.4772
2438,Resists cases,15.497359,-90.06334
2440,Transform cases,-8.0048,39.4244
2445,Resists cases,20.77088,-98.67919
2447,Resists cases,-14.4409,-67.5319
2449,Transform cases,6.363874,81.393956
2451,Reform cases,0.501,101.152
2452,Reform cases,33.749672,35.452986
2453,Reform cases,-18.8335,-67.0166
2454,Reform cases,-37.32863852,-59.13691521
2458,Reform cases,33.887965,35.471065
2459,Reform cases,-19.3326,-65.5421
2462,Resists cases,-7.94814,-78.2436
2466,Resists cases,33.872408,35.482471
2467,Transform cases,22.5832,114.1062
2470,Transform cases,23.71,-15.94
2471,Transform cases,22.7673,111.5726
2472,Reform cases,23.6747,-100.8874
2474,Resists cases,-39.7473,-71.867
2475,Transform cases,20.090039,-97.797981
2477,Reform cases,35.74031,135.98799
2478,Reform cases,35.482,135.633
2482,Reform cases,38.6763,69.7725
2483,Resists cases,28.61,77.21
2485,Reform cases,37.4211,141.0336
2493,Resists cases,-21.637304,-41.042765
2494,Reform cases,6.15,-62.5018
2499,Reform cases,-24.458455,-55.691077
2500,Reform cases,6.858144,99.72128
2501,Reform cases,-0.064418,101.6198
2502,Reform cases,27.6486,84.133
2510,Reform cases,28.5414,85.108
2512,Transform cases,12.2253,79.074700000000007
2514,Reform cases,34.078137,35.673846
2516,Resists cases,20.199,81.0755
2517,Transform cases,-26.019228,-57.022367
2518,Resists cases,19.4969,80.2767
2520,Resists cases,33.235393,126.4720004
2523,Resists cases,18.8456,81.3839
